sp_id,rp_id,seeker_post,response_post,level,rationales
z5sq2p1p,y289ods9,How does a person start the counseling process?,"Starting the counseling process can be daunting but here are some ways that hopefully help make the process a little less overwhelming. First,I'd start with finding a therapist through a therapist directory and searching for a therapist specifically in your area and with the expertise you're looking for. There are many reputable therapist directories online that offer specific information and links to therapist websites to learn more about how they can help.Next, I'd pick two or three of interest to contact directly. Have a list of questions that are important to you that you can ask to determine whether a particular therapist is a good fit. Many therapists offer a free phone consultation to allow you both to determine whether it is a good fit.Then, after you schedule, the next step is to see what it's like being in session to determine if the fit is still a match.",0,
f6gap6au,w5ed3na0,"I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more problems?","Post Traumatic Stress Disorder can occur after any traumatic event where a real and present threat of harm or loss of life to yourself or others is present. Yes, a car accident could increase PTSD symptoms such as hyper-vigilance, anxiety, nightmares, re-playing the event, etc. Depending on the severity of the accident new triggers might exist. This is not to say that you cannot recover. Are you currently experiencing additional trauma symptoms?",0,
z15cmroa,qpkfkbi4,"I don't know what's wrong with me. At times I can be really happy, excited, I'll talk fast, and I want to do things. But lately I've been staying up way later and sleeping too much. I don't hang out with friends, I don't really have them. I feel nothing, worthless. I want to do nothing, I have no interest in anything. 

All I usually do is stay in my room. I want to be happy, I want to be nice. What's wrong with me?","I'm sorry to hear that you are feeling as if you're in a slump. First of all, nothing is wrong with you. Many people report similar symptoms. Have you ever talked with a physician regarding your symptoms? Two extreme emotions such as feeling extremely happy and then feeling extremely low for a length of time may indicate a mood disorder. I think it would be best to talk with your doctor or a therapist to help pinpoint the issue causing them.It's possible that it could just be certain stressors in your life that are causing the two extremities but you definitely want to rule out any mental health issues. If it is in fact mental health related there are many medications or therapy choices that can help. Thanks for reaching out! I hope that you will feel back on track soon!",2,"I'm sorry to hear that you are feeling as if you're in a slump.|First of all, nothing is wrong with you.|Thanks for reaching out!|I hope that you will feel back on track soon!|"
3f50kwhk,755s8fk9,"I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this? I do care about her, like I do every human being, but I’d rather be with my friends than be with her at all. It’s not just a ""teenager phase."" I still love my mom and dad, and I’m very close to them. However, it’s my sister I don’t love or have ever really liked at all.","Not liking someone is not cruel - even if it is a family member. There is nothing wrong with you for not liking your sister. Some people are fortunate to have siblings that they get along with really well, other don't. We all have different personalities and we are not going to like everyone - even if they are related. In fact, sometimes being related makes it harder because you know all of each other's flaws and imperfections. With that being said - it may be worth it to make an effort to talk about the things that get in the way of having the kind of relationship that you might ideally want with your sister. Sometimes it is hard to like someone if we have a lot of old frustration and resentment and being able to talk about it in a constructive and kind way can lead to more understanding and respect, and sometimes actually liking each other.",0,
2vdc9g1u,r2o436b3,"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
   The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.","Hi. I appreciate your mature instincts and strong efforts to draw clear boundaries in this very complex situation. I agree that it sounds like the adult drama is unnecessary and potentially will affect the children. Children need adults around them to act maturely, cooperatively and peacefully even when they don't like each other; it helps them feel secure and lets them focus on learning and growing. Your ex-boyfriend seems more focused on his own needs. In fact, he demonstrates behaviours that are aggressive, controlling and manipulative, bordering on 'parental alienation'. I agree this is a problem.I also appreciate how protective you are of yourself at this vulnerable time with the pregnancy. It's not unusual for pregnancy to trigger a need to conserve energy and reduce stress. Honour this instinct you have. I will suggest a few things to you. First, to gather support around you, professionally if you need it, from family and friends, and certainly from your husband. If you two are on the same page regarding the children issues and your ex, that will help. He can help run interference when it comes to his daughter. It will help you feel supported.Know that your ex's behaviours aren't happening because you did anything wrong; it's the way he operates (and maybe this is why you're not with him?). You can't change him, but you can stop blaming yourself for his immaturity and aggression. You're correct that he will always be there, and you can both accept this fact and also find ways to manage the situation.Keep on defining clear boundaries! You might sound like a broken record (""You'll have to talk to my husband about that""), but that's okay. It's okay to ignore his efforts to pull you into an argument or power struggle. It's okay to not respond to texts or other communications that aren't vitally important. It's okay to not let him into your house if it makes you uncomfortable. It's okay to not engage with him more than is necessary.Regarding his manipulative behaviours that reflect a tendency to keep your daughter from you, I recommend you document these behaviours and incidents carefully and fully. Let him know what your expectations are, simply and clearly and in writing (""our agreement states X, and you are not following our agreement""). Your daughter doesn't have to be aware; I think you already understand that she needs to be protected from the adult conflict.A professional therapist can help you with all of this. I hope this helps get you started towards greater peace, at least within yourself. :)",2,"I appreciate your mature instincts|I hope this helps get you started towards greater peace, at least within yourself.|"
lwrfqgp2,nc6dn5lr,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?","Hello, and thank you for your question. Overcoming fears is something that everyone struggles with at one time or another. Sometimes we come across something that scares us, we push through it and suddenly we aren't afraid anymore. But sometimes it can seem like our fears just take over and we cannot overcome them. There are some options:1. You can go to a counselor and receive some type of treatment. What kind of treatment would depend on the type of fears you are experiencing. For example, if you have a general phobia about something, they may use various techniques to help you manage it.  2. There are different websites and even some self-help books that you can use to try to overcome your fears. When it comes to overcoming certain fears or phobias, exposure therapy well-studied and proven to work. A therapist would help you with this, but some websites give instructions for how to do it yourself. I am not sure how well it works when you try it by yourself, but here is a link to a website that does offer some tools. http://psychology.tools/anxiety.htmlSome colleagues may offer you some other types of advice. Be well.Robin J. Landwehr, DBH, LPCC, NCC",0,
yb0bg3fi,x0jj17g6,"Tonight, my husband seemed to put our son down through an incorrect approach. His approach was perfectly wrong. I found myself defending my son. I told him that what he did was not the way to encourage our son.
 Instead of watching my husband’s harsh behavior I decided to sit beside my son and, together, we worked on his science assignment in order to encourage him to study. My husband got upset and he was swearing at me. He threatened me. I knew that he was not joking. His words scared me a lot!","I have had these many cases, but in situations like this.... If it does get out of hand, the police do need to be involved. Sit down and talk to your husband when he is calm and collective.",0,
5m2ocgyu,9g16bgtm,"I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife.","I am very sorry to hear about your rapes.  Traumatic events, such as rape, can have some lasting effects.  Issues with sex drive are one of these effects.  Therapy can help to decrease the impact that traumatic events have upon our lives as we process through some of our experiences.   EMDR can be a particularly effective modality of treatment to address this issues.  I would also encourage you to have an honest conversation with your wife about this concern.  Sometimes it is helpful to have that conversation with a therapist so that the therapist can help educate  your wife in regards to effects of trauma.  This may help her understand that your feelings are more about the trauma and less about her as a person.  Best of luck to you!",2,I am very sorry to hear about your rapes.|Best of luck to you!|
ltc83p58,i8a5ftd9,"We got into arguments, and we would break if off but start it back up again. We clicked, or so I thought. We are both married with problems in our marriage. We never have sex; we just send a lot of pictures back and forth and talk about doing things together. His wife found out, and he lied to her and didn't even refer to it as an affair. I can't stop thinking about him. We just click. I've been married for 16 years, and I've never liked anyone other than my husband. Now I like him, and we’ll never be together.","If you will ""never be together"" and in order to maintain this affair you need to deceive both of your spouses it seems unlikely that maintaining the affair will bring anything but heartbreak for everyone involved. There is obviously something that you are getting from this that you are not getting in your marriage. Maybe this is a cue that there is work to do on your marriage to try to make it more fulfilling and if that is not possible, then maybe you want something else for your life.  If you and your husband are willing, I would encourage you to do some therapy or counselling together.  You may enjoy this article to learn a little more about some factors that lead to connection or disconnection and that predict separation and divorce.",0,
qzago41a,pow2in94,"For my whole life, I’ve been very unconfident, insecure, and self-questioning. I'm super quiet because I'm scared of what people will think of me. I avoid all social situations as it causes me great anxiety. It is how both of my parents have always been, and I feel like I'm doomed to that life also. It makes it super hard for me at work as the other employees try to use me and walk all over me because I’m too nice. It causes me depression and brings me down. I’m in my early twenties, and I really need to create a better life for myself. I've been like this for so long, so how do I change?","One of the greatest ways that we can promote ourselves s by learning how to assert ourselves.  Despite what most people think of when they hear the word assertive, assertive communication is one of the best ways to manage interpersonal conflict as well as maintain personal boundaries.  Once we become comfortable with acknowledging our boundaries, there is usually a follow-up whereby we realize that we have the right to those boundaries.  In effect, assertiveness communication becomes it's own self-motivating force in managing positive self-esteem. You may want to invest in a workbook that can help you to develop these skills on your own, or work directly with a therapist to develop them in a safe situation.   One of the Workbooks that I have found to be very helpful is, ""The Assertiveness Workbook: How to Express your Ideas and Stand Up for Yourself at Work and in Relationships"" by Randy J Paterson.",0,
psqbibjp,w9mrulsc,"I've been bulimic for about 6 years now. I'm in my early 20s. I am about to start back to school to become an RN, and I really need to get better once and for all.    I lose control of myself and become angry and anxious and just eat and purge. Over and over. Can someone please point me in the right direction for help?","Eating disorders usually result from a sense of insecurity about who the person is, whether they are good enough compared with anyone else, and whether the way they person lives is effective.If you have a style you're already happy with to reflect on these sorts of topics, keep following your own logic with the aim to free yourself, which usually takes place gradually, from these sort of self-doubts.The other approach would be to find an unperson or an online discussion group where you'd be able to offer and receive the support from other people who live with a similar problem.Good luck in your studies!",1,Good luck in your studies!|
hrdhx2ho,weaxz98g,"How do therapists classify the type of personality their clients have? What characteristics do they look at to decide what type of personality the client has? I've read about this online, but I'd like to understand this from a therapist's point of view.","Not very well :)So, you got the Jungians, and you got the Big Fiver's, and you got every manner of Ivory-Tower Orc in between, loosening the chains on their drooling, snarling Pet Theories...The real truth is, does it matter?  If it does, what does it matter?If it's still of keen interest to you, I would presume that God designed most of his creatures with a ""simpler set"" of personality blueprints; not a complex set as theorized by man;Also realize that this level of reality is dualistic in nature; that means there is two of everything;So, imagine that whatever personalities you observe, and whatever words come to mind, also think of the opposite word, and you'll have a good sense of what actual personalities look like :)Then, share your findings; it'll be pretty neat to see what you come up with.",1,it'll be pretty neat to see what you come up with.|
p5qmx8kd,vh4aut5r,"Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out. How can I stop these thoughts?","There are some great thoughts offered by others here. I would just add that typically the most natural response to fearful thoughts is to want to stop, avoid, or get rid of them - which doesn't work if you're really caught up in a cycle of OCD or other form of anxiety. In the long run, the more effective thing to do is the harder and less intuitive option: to have those uncomfortable thoughts on purpose. This may mean writing out in detail what the worst case fear you are thinking of is, and then reading it over and over again until it becomes boring. It may also mean pausing through the course of the day to merely observe all the thoughts going on, and realizing that thoughts are merely thoughts. They are not the same as reality, and the unpleasant ones can become a lot less scary when we realize we can coexist with them without them coming true.",0,
kmbnvomb,drbgz6um,I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.,"Hi Troy, I totally get this. It's a dilemma; you want your dad to know how he's hurting you but you don't feel safe enough to say anything to him. Your reaction is understandable; it's his responsibility as a parent to work harder than you to create that safe place for you to be open. But that's not who your dad is. Your dad is your dad, and waiting for him to change won't really help. Nothing you do can change your dad, but...there are things you can do for yourself and your relationship with him. While your response of avoiding him is understandable, I wonder what effect it has on your dad. It's possible that he's feeling frustrated, rejected and punished by your withdrawal. You may think he knows that you're feeling hurt, but he probably doesn't. So this is the squirrel chasing its tail: your dad is rude, so your habit is to be silent, then he maybe feels abandoned and frustrated. His frustration comes out as more rudeness, which makes you want to withdraw more, and the cycle starts all over again. You can't change his part of the cycle but you can change yours.Are you willing to take a risk? Can you be honest about how you're feeling? What's the worst thing that could happen if you said to your dad ""You know why I avoid you? I stay silent because when I talk to you say rude things. So if you want me to talk, I need to know you can listen."" I imagine it would come out differently because you're a few generations younger than me, but put that into your own words.I don't know the level of your dad's 'rudeness'. If he is abusive, then a better plan is to see a therapist alone or talk to someone about this. I don't want to put you at any risk. But if you don't worry your dad will hurt you, maybe give honesty a try.My point is that, as rude as your dad may be, checking out of a relationship by being silent is also rude. It's powerful...your silence. Your dad can't read your mind, and if you want things to be better you will need to get in that ring with him.And, if you're both open to it, seeing a therapist together can be really helpful. :)",1,I don't want to put you at any risk|
hzy7d3jo,mkblxos4,"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?","Good question!The client's job is to concentrate on stating the details of their problem and to thoughtfully engage in a dialogue about these areas with the therapist.The most difficult job for a client is willingness to self-examine, hold oneself accountable for relationship and life situations, and honestly feel the difficult, often painful feelings and insecurities which troubling situations create.The client doesn't train the therapist.If you feel you are with a therapist who requires you to train them, then politely decline continuing to pay for their services.Then find yourself a different therapist who feels secure and knowledgeable enough in their skills to not require training by their client.",0,
hayq9gk1,v4vabhq3,"She refuses to talk to me and told my mom (her grand mother) that she is remembering things from the past. I don't know what to do. My daughter blames me and swears she hates me.

My parents say I should just let my daughter live with her dad, but I don't see how I could fix things if I only see her every other weekend. What should I do?","Sorry to hear about your high degree of stress.How old is your daughter?Who abused yours daughter?The answers make a difference to your decision.Obviously if the father was the abuser, then unless your ex demonstrates to you and you believe, he will not abuse her, your daughter should stay with you.If someone other than the father was the abuser and the father has a good relationship with your daughter, then it is possible that the time away from your household will give each of you time away from arguing with one another.What does your daughter tell you she wants?Her wishes must be considered too.Relationships can be fixed.   Sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other.",2,Sorry to hear about your high degree of stress|
xxy243bc,mjhiiuqp,"I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm.","In a way, self-harm can present somewhat like an addiction.  According to new research within the field of neuroscience there is a valid explanation for this.  When a person cuts or uses other forms of self harm, the body produces endorphins to help make a person feel better.  If a person was dealing with depression or high anxiety, that might be misinterpreted by the brain as a way to help oneself feel better and a new neural network or map might form (addiction) that would utilize this new behavior.  Another way to look at it would be thru a behavioral lens, a positive reward for a behavior, even though the behavior has other long term negative consequences.  Consider working with someone who can both have you work on and address those items that trigger your behavior and the root causes, in this case sadness or depression, and second find someone who can help give you alternatives that take into account the neurological requirement by replacing the behavior with another behavior (such as snapping a rubber band on the wrist) and working to extinguish the unwanted behavior.   Someone who is trained in Dialectic Behavior Therapy and/or Interpersonal Neurobiology would most likely have the skills and means available to address this with you. ",0,
bu4ds5yj,f10iwx3k,"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship.","If the symptoms are to the extent that they are affecting your ability to function, you may want to consider seeking treatment. PTSD, anxiety, and depression all typically respond well to treatment if provided by a trained clinician. Common types of treatment for PTSD that you may want to look into include Cognitive Processing Therapy or EMDR. The nice things about Cognitive Processing Therapy is that it is time limited and only lasts 17 sessions typically. ",0,
sneptpez,xe0xsftg,"My long-distance girlfriend is in a sorority, and it's changing her. I feel like I'm becoming less important to her and it hurts. She just wants me to support the sorority, but it's so hard. I try every day to show her she's the most important thing to me, but she can't even stay relatively sober at a fraternity party for me so that I won't worry about her doing anything regretful. We love each other, but we're in a rough patch.","You may already be doing as much as possible for your relationship.Each of you are 50% of the relationship.Is the 50% which your GF contributes to your relationship, based on the same understanding of the couple's problem, as you have?Maybe a good starting place for the two of you to talk about is defining what problem the two of you have as a couple.This way, each of you will be able to know if you have similar values and definitions of your reasons for being together.Depending on what you each expect from your partnership, you each will clearly know whether, and then how, to accommodate the other person.These discussions stir a lot of emotions in each person, so that sometimes staying clear minded becomes very difficult.  You both will likely feel like talking about these matters more than one time.Consider utilizing a professional, credentialed and licensed therapist who would help the two of you stay on track with examine your emotional connections in a fair and safe way.Good luck with understanding and appreciating your relationship!",2,Good luck with understanding and appreciating your relationship!|
ff1aoe33,v8m8p1lq,How does a counselor decide when to end counseling sessions or to terminate working with a client?,"There are several reasons for a counselor to decide to end counseling.  A major reason to end counseling is if the counselor feels that he or she does not have the skills or experience to work with the client.  This may happen during the intake process or after working with the client for some time.  If the clinician feels that the client is not benefitting from the therapy, it is ethical to suggest that the client terminate the therapy.  The process of termination must not injure the client and, if necessary, the clinician may need to refer the client to other treatment modalities.  Another reason to terminate working with a client is if the client needs a higher level of care.  If the client has a crisis or is at risk of hurting himself or someone else, he or she may need a higher level of care.  In this circumstance, the clinician may need to involve outside services such as a crisis unit.  A third reason to terminate with a client is if the clinician feels that he or she cannot remain professional with the client relationship.  For example, if the issues that the client is working on bring up something significant for the clinician and the clinician feels that he is unable to separate that from the professional relationship.  In this instance, the clinician should refer the client to another therapist.  Finally, if the client has reached her goals for therapy and no longer needs treatment, the clinician and client should terminate treatment.",0,
4ucm7x9c,g7hswg1q,"I just got married with my husband. I have four kids of my own, and he accepts me with my kids. I am thankful he loves my kids even though they’re not his. Now we are having problems in our relationship because of my past. I know all marriages have problems, but sometimes I feel it’s not going to work out if there’s no trust. It’s hard for me to let go because I love him, but I am getting tired.","Hi Louisiana,You say that the problems are with your ""past"", but my hunch is the problems are about his insecurity and his personal barriers to trust (unless you've recently revealed details of a sordid past?). You don't mention ever having hurt the trust in the relationship.Trust is the first stage in a relationship. Moving forward before they develop trust is a common mistake couples make, and now you two have involved children in a relationship that's missing a crucial element. But you didn't see this coming, did you? That's because only as we become emotionally intimate do our deeper fears and insecurities come to the surface. I give you credit for wanting it to work, and I believe you would benefit from the support of a therapist in working through the kinks related to trust. Good luck!",1,Good luck!|
nhtc318s,fleg3rp1,"I’m in a relationship with my child's father. I’m a really jealous person. We don’t go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I can’t. How can I get over these issues?","It may be important to look at this as getting through something rather than ""getting over it."" If you're aware of the reasons why you are jealous, I don't know if they relate to this relationship or a previous one, but you could remind yourself of the differences if your feelings of jealousy relate to something from your past.Also, it may be beneficial to have a conversation with your child's father if you are both open to having a discussion about this in a way that you summarize what each other is saying so you are sure that you are understanding each other, at least to some degree.Also, consider what you may want from your child's father to assist you with this. You cannot make him do anything to support you with this, but you can certainly ask.What is something you could start or stop doing to move you toward your goal?",0,
drkxju2c,jy5hj3cd,"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I have to constantly hide the real me. It hurts so much to hide the real me. What can I do?","Many people do not accept the reality of gender beyond male and female.Obviously if your family doesn't accept your questioning status then this feels painful.All you really can do is continue your self-examination and know you're in a non-supportive family of doing so.To know the truth about your surroundings is much better than to not know, and also much better than pretending you are not in your current phase of gender expression questioning.",0,
